research|contato|question|wording|order_question|cidade|bairro|sex|answer|research_name|region|Faixa etária|Religião
0|18339|40|24-Abilio ou Fábio Garcia ?|24|Cuiabá|Duque de Caxias |Feminino|Abilio|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|41|25-Abílio ou Lúdio ?|25|Cuiabá|Duque de Caxias |Feminino|Lúdio Cabral|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|42|26-Botelho ou Fábio Garcia ?|26|Cuiabá|Duque de Caxias |Feminino|Fábio Garcia|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|43|27-Botelho ou Lúdio ?|27|Cuiabá|Duque de Caxias |Feminino|Lúdio Cabral|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|44|28-Lúdio ou Fábio Garcia ?|28|Cuiabá|Duque de Caxias |Feminino|Lúdio Cabral|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|46|29-Você apoia a legalização do aborto no Brasil?|29|Cuiabá|Duque de Caxias |Feminino|Não|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|47|36-Você apoia a legítima defesa armada no Brasil? Nesse sentido, vc apoia o armamento civil para cidadãos que desejarem?|36|Cuiabá|Duque de Caxias |Feminino|Não|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1000|01-Você professa alguma religião? Qual?|1|Cuiabá|Duque de Caxias |Feminino|Cristão/Evangélico|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1001|02-Você pretende votar nas próximas eleições para Prefeito de Cuiabá?|2|Cuiabá|Duque de Caxias |Feminino|Sim|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1002|03-Qual sua idade?|3|Cuiabá|Duque de Caxias |Feminino|45 a 59|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1003|04-Você diria que a atual gestão do Prefeito Emanuel Pinheiro é:|4|Cuiabá|Duque de Caxias |Feminino|Ruim/Reprova|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1004|05-Você diria que a atual gestão do Governador Mauro Mendes é:|5|Cuiabá|Duque de Caxias |Feminino|Ruim/Reprova|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1005|06-Você diria que a atual gestão do Presidente Lula é:|6|Cuiabá|Duque de Caxias |Feminino|Boa/Aprova|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1006|07-Você diria que a Saúde Pública em Cuiabá está:|7|Cuiabá|Duque de Caxias |Feminino|Ruim/Reprova|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1007|08-Quem administra a Saúde Pública em Cuiabá:|8|Cuiabá|Duque de Caxias |Feminino|Prefeitura de Cuiabá – Emanuel Pinheiro|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1008|09-Você já ouviu falar sobre a intervenção na Saúde Pública em Cuiabá:|9|Cuiabá|Duque de Caxias |Feminino|Ouvi falar|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1009|10-Atualmente, a Saúde Pública, sob intervenção do Governo Estadual em Cuiabá:|10|Cuiabá|Duque de Caxias |Feminino|Você aprova|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1010|11-Na sua opinião, a Saúde Pública, sob intervenção do Governo Estadual em Cuiabá, melhorou ou piorou?|11|Cuiabá|Duque de Caxias |Feminino|Melhorou|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1011|12-Obras paradas ou mal feitas, é culpa de quem?|12|Cuiabá|Duque de Caxias |Feminino|Todos fazem isso|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1012|13-O Transporte Público ruim é culpa de quem?|13|Cuiabá|Duque de Caxias |Feminino|Governo Estadual|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1013|14-Os servidores públicos, de modo geral, merecem mais críticas ou elogios?|14|Cuiabá|Duque de Caxias |Feminino|Elogios|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1014|15-Os serviços públicos, de modo geral, merecem mais críticas ou elogios?|15|Cuiabá|Duque de Caxias |Feminino|Críticas|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1015|16-Se as eleições fossem hoje, qual nome surge em sua memória para vereador de Cuiabá? (Espontânea)|16|Cuiabá|Duque de Caxias |Feminino|Não sabe ou não respondeu|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1016|17-Você saberia dizer quem o Prefeito Emanuel Pinheiro apoiará para Vereador em Cuiabá? Algum nome que vem a sua memória?|17|Cuiabá|Duque de Caxias |Feminino|Não sabe ou não respondeu|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1017|18-Você saberia dizer quem o Governador Mauro Mendes apoiará para Vereador em Cuiabá? |18|Cuiabá|Duque de Caxias |Feminino|Não sabe ou não respondeu|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1018|19-Se as eleições fossem hoje, qual nome surge em sua memória para prefeito de Cuiabá? (Espontânea)|19|Cuiabá|Duque de Caxias |Feminino|wilson|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1019|20-Se as eleições fossem hoje, qual destes nomes você votaria para prefeito de Cuiabá? (Estimulada)|20|Cuiabá|Duque de Caxias |Feminino|Lúdio Cabral|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1020|21-Destes nomes citados, você saberia dizer quem o Governador Mauro Mendes apoiará para Prefeito de Cuiabá? |21|Cuiabá|Duque de Caxias |Feminino|Não sabe ou não respondeu|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1021|22-Destes nomes citados, você saberia dizer quem o Prefeito Emanuel Pinheiro apoiará para Prefeito de Cuiabá? |22|Cuiabá|Duque de Caxias |Feminino|Não sabe ou não respondeu|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1022|23-E se os candidatos fossem somente colocados desta forma, em um virtual segundo turno:|23|Cuiabá|Duque de Caxias |Feminino|Abilio|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1023|30-Se as eleições fossem hoje, em qual destes nomes você não votaria de jeito nenhum?|30|Cuiabá|Duque de Caxias |Feminino|Eduardo Botelho|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1024|31-Se o Prefeito Emanuel Pinheiro apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|31|Cuiabá|Duque de Caxias |Feminino|Ruim/Diminui chances|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1025|32-Se o Governador Mauro Mendes apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|32|Cuiabá|Duque de Caxias |Feminino|Bom/Aumenta chances|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1026|33-Você acredita que aumentaria as chances para um candidato a vereador ou um candidato a prefeito que tenha apoio da Primeira Dama Dona Virginia Mendes, Esposa do Governador Mauro Mendes?|33|Cuiabá|Duque de Caxias |Feminino|Ruim/Diminui chances|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1027|34-Se o Presidente Lula apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|34|Cuiabá|Duque de Caxias |Feminino|Bom/Aumenta chances|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18339|1028|35-Se o ex-Presidente Bolsonaro apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|35|Cuiabá|Duque de Caxias |Feminino|Ruim/Diminui chances|Quanti Cuiabá|Oeste|45 a 59|Cristão/Evangélico
0|18340|40|24-Abilio ou Fábio Garcia ?|24|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|41|25-Abílio ou Lúdio ?|25|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|42|26-Botelho ou Fábio Garcia ?|26|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|43|27-Botelho ou Lúdio ?|27|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|44|28-Lúdio ou Fábio Garcia ?|28|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|46|29-Você apoia a legalização do aborto no Brasil?|29|Várzea Grande|Vazio|Masculino|Sim|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|47|36-Você apoia a legítima defesa armada no Brasil? Nesse sentido, vc apoia o armamento civil para cidadãos que desejarem?|36|Várzea Grande|Vazio|Masculino|Sim|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1000|01-Você professa alguma religião? Qual?|1|Várzea Grande|Vazio|Masculino|Não tem ou Não quer responder|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1001|02-Você pretende votar nas próximas eleições para Prefeito de Cuiabá?|2|Várzea Grande|Vazio|Masculino|Sim|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1002|03-Qual sua idade?|3|Várzea Grande|Vazio|Masculino|25 a 34|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1003|04-Você diria que a atual gestão do Prefeito Emanuel Pinheiro é:|4|Várzea Grande|Vazio|Masculino|Indiferente|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1004|05-Você diria que a atual gestão do Governador Mauro Mendes é:|5|Várzea Grande|Vazio|Masculino|Indiferente|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1005|06-Você diria que a atual gestão do Presidente Lula é:|6|Várzea Grande|Vazio|Masculino|Ruim/Reprova|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1006|07-Você diria que a Saúde Pública em Cuiabá está:|7|Várzea Grande|Vazio|Masculino|Ruim/Reprova|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1007|08-Quem administra a Saúde Pública em Cuiabá:|8|Várzea Grande|Vazio|Masculino|Indiferente|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1008|09-Você já ouviu falar sobre a intervenção na Saúde Pública em Cuiabá:|9|Várzea Grande|Vazio|Masculino|Não ouvi falar|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1009|10-Atualmente, a Saúde Pública, sob intervenção do Governo Estadual em Cuiabá:|10|Várzea Grande|Vazio|Masculino|Você reprova|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1010|11-Na sua opinião, a Saúde Pública, sob intervenção do Governo Estadual em Cuiabá, melhorou ou piorou?|11|Várzea Grande|Vazio|Masculino|Ficou na mesma|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1011|12-Obras paradas ou mal feitas, é culpa de quem?|12|Várzea Grande|Vazio|Masculino|Todos fazem isso|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1012|13-O Transporte Público ruim é culpa de quem?|13|Várzea Grande|Vazio|Masculino|Todos fazem isso|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1013|14-Os servidores públicos, de modo geral, merecem mais críticas ou elogios?|14|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1014|15-Os serviços públicos, de modo geral, merecem mais críticas ou elogios?|15|Várzea Grande|Vazio|Masculino|Críticas|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1015|16-Se as eleições fossem hoje, qual nome surge em sua memória para vereador de Cuiabá? (Espontânea)|16|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1016|17-Você saberia dizer quem o Prefeito Emanuel Pinheiro apoiará para Vereador em Cuiabá? Algum nome que vem a sua memória?|17|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1017|18-Você saberia dizer quem o Governador Mauro Mendes apoiará para Vereador em Cuiabá? |18|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1018|19-Se as eleições fossem hoje, qual nome surge em sua memória para prefeito de Cuiabá? (Espontânea)|19|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1019|20-Se as eleições fossem hoje, qual destes nomes você votaria para prefeito de Cuiabá? (Estimulada)|20|Várzea Grande|Vazio|Masculino|Nenhum/Branco/Nulo|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1020|21-Destes nomes citados, você saberia dizer quem o Governador Mauro Mendes apoiará para Prefeito de Cuiabá? |21|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1021|22-Destes nomes citados, você saberia dizer quem o Prefeito Emanuel Pinheiro apoiará para Prefeito de Cuiabá? |22|Várzea Grande|Vazio|Masculino|SN|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1022|23-E se os candidatos fossem somente colocados desta forma, em um virtual segundo turno:|23|Várzea Grande|Vazio|Masculino|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1023|30-Se as eleições fossem hoje, em qual destes nomes você não votaria de jeito nenhum?|30|Várzea Grande|Vazio|Masculino|Nenhum/Branco/Nulo|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1024|31-Se o Prefeito Emanuel Pinheiro apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|31|Várzea Grande|Vazio|Masculino|Bom/Aumenta chances|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1025|32-Se o Governador Mauro Mendes apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|32|Várzea Grande|Vazio|Masculino|Indiferente|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1026|33-Você acredita que aumentaria as chances para um candidato a vereador ou um candidato a prefeito que tenha apoio da Primeira Dama Dona Virginia Mendes, Esposa do Governador Mauro Mendes?|33|Várzea Grande|Vazio|Masculino|Indiferente|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1027|34-Se o Presidente Lula apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|34|Várzea Grande|Vazio|Masculino|Ruim/Diminui chances|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18340|1028|35-Se o ex-Presidente Bolsonaro apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|35|Várzea Grande|Vazio|Masculino|Bom/Aumenta chances|Quanti Cuiabá|Vazio|25 a 34|Não tem ou Não quer responder
0|18349|40|24-Abilio ou Fábio Garcia ?|24|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|41|25-Abílio ou Lúdio ?|25|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|42|26-Botelho ou Fábio Garcia ?|26|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|43|27-Botelho ou Lúdio ?|27|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|44|28-Lúdio ou Fábio Garcia ?|28|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|46|29-Você apoia a legalização do aborto no Brasil?|29|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|47|36-Você apoia a legítima defesa armada no Brasil? Nesse sentido, vc apoia o armamento civil para cidadãos que desejarem?|36|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1000|01-Você professa alguma religião? Qual?|1|Cuiabá|Vazio|A|Cristão/Evangélico|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1001|02-Você pretende votar nas próximas eleições para Prefeito de Cuiabá?|2|Cuiabá|Vazio|A|Sim|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1002|03-Qual sua idade?|3|Cuiabá|Vazio|A|35 a 44|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1003|04-Você diria que a atual gestão do Prefeito Emanuel Pinheiro é:|4|Cuiabá|Vazio|A|Indiferente|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1004|05-Você diria que a atual gestão do Governador Mauro Mendes é:|5|Cuiabá|Vazio|A|Boa/Aprova|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1005|06-Você diria que a atual gestão do Presidente Lula é:|6|Cuiabá|Vazio|A|Ruim/Reprova|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1006|07-Você diria que a Saúde Pública em Cuiabá está:|7|Cuiabá|Vazio|A|Boa/Aprova|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1007|08-Quem administra a Saúde Pública em Cuiabá:|8|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1008|09-Você já ouviu falar sobre a intervenção na Saúde Pública em Cuiabá:|9|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1009|10-Atualmente, a Saúde Pública, sob intervenção do Governo Estadual em Cuiabá:|10|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1010|11-Na sua opinião, a Saúde Pública, sob intervenção do Governo Estadual em Cuiabá, melhorou ou piorou?|11|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1011|12-Obras paradas ou mal feitas, é culpa de quem?|12|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1012|13-O Transporte Público ruim é culpa de quem?|13|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1013|14-Os servidores públicos, de modo geral, merecem mais críticas ou elogios?|14|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1014|15-Os serviços públicos, de modo geral, merecem mais críticas ou elogios?|15|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1015|16-Se as eleições fossem hoje, qual nome surge em sua memória para vereador de Cuiabá? (Espontânea)|16|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1016|17-Você saberia dizer quem o Prefeito Emanuel Pinheiro apoiará para Vereador em Cuiabá? Algum nome que vem a sua memória?|17|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1017|18-Você saberia dizer quem o Governador Mauro Mendes apoiará para Vereador em Cuiabá? |18|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1018|19-Se as eleições fossem hoje, qual nome surge em sua memória para prefeito de Cuiabá? (Espontânea)|19|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1019|20-Se as eleições fossem hoje, qual destes nomes você votaria para prefeito de Cuiabá? (Estimulada)|20|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1020|21-Destes nomes citados, você saberia dizer quem o Governador Mauro Mendes apoiará para Prefeito de Cuiabá? |21|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1021|22-Destes nomes citados, você saberia dizer quem o Prefeito Emanuel Pinheiro apoiará para Prefeito de Cuiabá? |22|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1022|23-E se os candidatos fossem somente colocados desta forma, em um virtual segundo turno:|23|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1023|30-Se as eleições fossem hoje, em qual destes nomes você não votaria de jeito nenhum?|30|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1024|31-Se o Prefeito Emanuel Pinheiro apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|31|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1025|32-Se o Governador Mauro Mendes apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|32|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1026|33-Você acredita que aumentaria as chances para um candidato a vereador ou um candidato a prefeito que tenha apoio da Primeira Dama Dona Virginia Mendes, Esposa do Governador Mauro Mendes?|33|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1027|34-Se o Presidente Lula apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|34|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|18349|1028|35-Se o ex-Presidente Bolsonaro apoiar um dos candidatos a prefeito de Cuiabá, você acredita que esse apoio é bom/aumenta chance de vitória ou é ruim para o candidato, diminui as chances de vitória do candidato?|35|Cuiabá|Vazio|A|Não sabe ou não respondeu|Quanti Cuiabá|Vazio|35 a 44|Cristão/Evangélico
0|19129|40|24-Abilio ou Fábio Garcia ?|24|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Abilio|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|41|25-Abílio ou Lúdio ?|25|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Lúdio Cabral|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|42|26-Botelho ou Fábio Garcia ?|26|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Botelho|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|43|27-Botelho ou Lúdio ?|27|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Lúdio Cabral|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|44|28-Lúdio ou Fábio Garcia ?|28|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Lúdio Cabral|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|46|29-Você apoia a legalização do aborto no Brasil?|29|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Não|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|47|36-Você apoia a legítima defesa armada no Brasil? Nesse sentido, vc apoia o armamento civil para cidadãos que desejarem?|36|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Não|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1000|01-Você professa alguma religião? Qual?|1|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Cristão/Evangélico|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1001|02-Você pretende votar nas próximas eleições para Prefeito de Cuiabá?|2|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Sim|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1002|03-Qual sua idade?|3|Cuiabá|Jardim dos Ipês – loteamento|Feminino|25 a 34|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1003|04-Você diria que a atual gestão do Prefeito Emanuel Pinheiro é:|4|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Boa/Aprova|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1004|05-Você diria que a atual gestão do Governador Mauro Mendes é:|5|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Boa/Aprova|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1005|06-Você diria que a atual gestão do Presidente Lula é:|6|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Boa/Aprova|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1006|07-Você diria que a Saúde Pública em Cuiabá está:|7|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Ruim/Reprova|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1007|08-Quem administra a Saúde Pública em Cuiabá:|8|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Indiferente|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1008|09-Você já ouviu falar sobre a intervenção na Saúde Pública em Cuiabá:|9|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Não ouvi falar|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
0|19129|1009|10-Atualmente, a Saúde Pública, sob intervenção do Governo Estadual em Cuiabá:|10|Cuiabá|Jardim dos Ipês – loteamento|Feminino|Não sabe ou não respondeu|Quanti Cuiabá|Sul|25 a 34|Cristão/Evangélico
